FEDR_id,CASE_id,CASE_fedr_url,CASE_api_url,FEDR_Kod_TERYT,FEDR_name,FEDR_tags,adsiedzwojewodztwo_nazwa,adsiedzpowiat_nazwa,q1_total_verdicts,q2_final_verdicts,q3_verdicts_with_reasoning,q4_verdicts_journalist_defendant,q5a_cases_journalist_discontinued,q5b_cases_journalist_conditional_discontinued,q5c_cases_journalist_acquittal,q5d_cases_journalist_conviction,q5e_cases_journalist_settlement,q6_verdicts_public_official_prosecutor,other_info,e_verdict_1,e_verdict_2,e_verdict_3,e_verdict_4,e_verdict_5,e_verdict_6,e_verdict_7,e_verdict_8,e_verdict_9,e_verdict_10,e_verdict_11,e_verdict_12,e_verdict_13,e_verdict_14,e_verdict_15,e_verdict_16,e_verdict_17,e_verdict_18,e_verdict_19
2589,84720,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-44,https://fedrowanie.siecobywatelska.pl/api/cases/84720/,'1201011,Sąd Rejonowy w Bochni,"['sąd', 'sąd rejonowy']",MAŁOPOLSKIE,bocheński,1,1,0,0,0,0,0,0,0,0,"Sprawa II K 104/24, wyrok wydano 3 grudnia 2024 r. Oskarżonym był W. R., a oskarżycielem prywatnym spółka (...) sp. z o.o. Oskarżonego skazano z art. 212§2 k.k. w zw. z art. 12§1 k.k. Wymierzono grzywnę, nawiązkę (na rzecz Stowarzyszenia ""(...)"" na cele ochrony bezdomnych zwierząt) oraz orzeczono podanie wyroku do publicznej wiadomości.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172300/356424,,,,,,,,,,,,,,,,,,
2590,84738,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-62,https://fedrowanie.siecobywatelska.pl/api/cases/84738/,'1203034,Sąd Rejonowy w Chrzanowie,"['sąd', 'sąd rejonowy']",MAŁOPOLSKIE,chrzanowski,2,1,2,0,0,0,0,0,0,0,"Sąd uznał, że zamknięta grupa w komunikatorze internetowym (np. Messenger) licząca ok. 10 osób nie stanowi środka masowego komunikowania w rozumieniu art. 212 § 2 k.k., ponieważ wiadomości nie są masowo dostępne. W uzasadnieniu do wyroku II K 16/22, Sąd wyjaśnił, dlaczego w tej konkretnej sprawie nie doszło do przedawnienia karalności czynu, powołując się na złożenie skargi na Policji/do Prokuratora w myśl art. 488 k.p.k., co przedłuża termin przedawnienia. Sąd odmówił zasądzenia zadośćuczynienia na rzecz oskarżycielki prywatnej, ponieważ roszczenie to było już przedmiotem innego postępowania cywilnego (IC 2449/22 w Sądzie Okręgowym w Krakowie).",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172172/356337,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172173/356337,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172174/356337,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172175/356337,,,,,,,,,,,,,,,
2591,84781,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-105,https://fedrowanie.siecobywatelska.pl/api/cases/84781/,'2468011,Sąd Rejonowy w Jaworznie,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,m. Jaworzno,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2592,84817,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-141,https://fedrowanie.siecobywatelska.pl/api/cases/84817/,'1207011,Sąd Rejonowy w Limanowej,"['sąd', 'sąd rejonowy']",MAŁOPOLSKIE,limanowski,1,1,1,0,0,0,0,0,0,0,"Sąd informuje, że w roku 2024 wydano 1 wyrok w sprawie z art. 212 § 2 k.k. Był to wyrok w sprawie II K 166/24, który zapadł w dniu 07 listopada 2024 r. i był prawomocny w dniu otrzymania wniosku. Wyrok ten dotyczył warunkowego umorzenia postępowania na okres próby 2 lat, zasądzenia zadośćuczynienia 5000 PLN oraz kosztów procesu 1020 PLN. W tej sprawie oskarżonym nie był dziennikarz ani redakcja, a oskarżycielem nie była osoba pełniąca funkcję publiczną.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172238/356368,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172239/356368,,,,,,,,,,,,,,,,,
2593,84845,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-169,https://fedrowanie.siecobywatelska.pl/api/cases/84845/,'1209034,Sąd Rejonowy w Myślenicach,"['sąd', 'sąd rejonowy']",MAŁOPOLSKIE,myślenicki,1,1,2,0,0,0,0,0,0,0,"Sąd przekazał wyrok Sądu Rejonowego w Myślenicach z dnia 28 czerwca 2024 r., sygn. akt II K 274/23 (wraz z uzasadnieniem) oraz wyrok Sądu Okręgowego w Krakowie z dnia 11 grudnia 2024 r., sygn. akt IV Ka 1494/24 (wraz z uzasadnieniem), będący rozstrzygnięciem w drugiej instancji. W sprawie II K 274/23 Sąd warunkowo umorzył postępowanie na okres próby 1 roku. Oskarżony D. B. został zobowiązany do przeproszenia pokrzywdzonego A. Ś. poprzez umieszczenie oświadczenia na swoim profilu na portalu Facebook. Sąd zasądził od oskarżonego na rzecz oskarżyciela prywatnego koszty procesu. Sąd drugiej instancji utrzymał w mocy zaskarżony wyrok i zasądził od oskarżonego koszty związane z udziałem pełnomocnika oskarżyciela prywatnego w postępowaniu odwoławczym.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171816/356069,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171814/356069,,,,,,,,,,,,,,,,,
2594,84853,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-177,https://fedrowanie.siecobywatelska.pl/api/cases/84853/,'1262011,Sąd Rejonowy w Nowym Sączu,"['sąd', 'sąd rejonowy']",MAŁOPOLSKIE,m. Nowy Sącz,1,0,1,,,,,,,,"Sąd wyjaśnia swoją interpretację 'środków masowego komunikowania się' w kontekście internetu, rozróżniając profile publiczne (otwarte, dostępne dla nieograniczonej liczby osób) od prywatnych (dostępnych tylko dla zaproszonego grona). Wskazuje, że w przypadku komunikacji skierowanej do zamkniętego grona, dopuszczalny jest 'dowód prawdy' (art. 213 § 1 kk). Sąd uniewinnił oskarżonego od 5 z 6 zarzucanych mu czynów (wszystkie dotyczyły pomówienia lub znieważenia za pomocą Internetu), uznając, że większość z nich miała charakter prywatny (skierowane do jednej osoby, opublikowane na prywatnym profilu dostępnym tylko dla znajomych) i zarzuty w tych przypadkach były prawdziwe lub brak było zamiaru dotarcia do pokrzywdzonego, a w przypadku jednego zarzutu znieważenia, twarz pokrzywdzonego została zakryta. Jedyny czyn, za który oskarżony został skazany (z art. 212 § 2 kk i art. 216 § 2 kk w zw. z art. 11 § 2 kk), dotyczył komentarza umieszczonego na otwartym, publicznym profilu w portalu Instagram, dostępnym dla nieograniczonej liczby osób.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171911/356129,,,,,,,,,,,,,,,,,,
2595,84854,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-178,https://fedrowanie.siecobywatelska.pl/api/cases/84854/,'1211011,Sąd Rejonowy w Nowym Targu,"['sąd', 'sąd rejonowy']",MAŁOPOLSKIE,nowotarski,1,0,1,0,0,0,0,0,0,0,"W 2024 roku była tylko jedna sprawa z art. 212 § 2 kk. Dotyczy sprawy o sygn. II K 701/24. Sprawa ta nie jest prawomocnie zakończona, gdyż została przesłana z apelacją do Sądu Okręgowego w Nowym Sączu. Oskarżycielem był oskarżyciel prywatny, nie osoba pełniąca funkcję publiczną. Sąd warunkowo umorzył postępowanie karne wobec oskarżonej. Oskarżona została zobowiązana do zadośćuczynienia pokrzywdzonemu w kwocie 3.000 zł oraz do przeproszenia pokrzywdzonego poprzez zamieszczenie przeprosin na swoim profilu na portalu Facebook.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171256/355568,,,,,,,,,,,,,,,,,,
2596,84861,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-185,https://fedrowanie.siecobywatelska.pl/api/cases/84861/,'1212054,Sąd Rejonowy w Olkuszu,"['sąd', 'sąd rejonowy']",MAŁOPOLSKIE,olkuski,2,2,2,0,0,0,0,0,0,1,"W załączonych dokumentach znajdują się wyroki i uzasadnienia dotyczące dwóch spraw (II K 210/23 i II K 608/23) prowadzonych z oskarżenia prywatnego. Sprawa II K 210/23 dotyczyła wzajemnych oskarżeń między osobami pełniącymi funkcje publiczne (były starosta, radny i zastępca dyrektora KRUS) w związku z wypowiedziami podczas sesji rady powiatu, zakończona uniewinnieniem obu stron. Sprawa II K 608/23 dotyczyła zniesławienia i znieważenia na portalu Facebook, który sąd uznał za środek masowego komunikowania. W tej sprawie oskarżony został uznany za winnego i orzeczono karę ograniczenia wolności oraz obowiązek przeproszenia. Oba wyroki pierwszej instancji zostały zaskarżone, a sądy drugiej instancji utrzymały je w mocy.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/174674/362516,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/174675/362516,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/174673/362516,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/174677/362516,,,,,,,,,,,,,,,
2597,84874,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-198,https://fedrowanie.siecobywatelska.pl/api/cases/84874/,'1213011,Sąd Rejonowy w Oświęcimiu,"['sąd', 'sąd rejonowy']",MAŁOPOLSKIE,oświęcimski,2,2,1,0,0,0,0,0,0,0,"Sąd Rejonowy w Oświęcimiu wydał dwa wyroki w sprawach z art. 212 § 2 kk w 2024 roku. W sprawie o sygn. II K 760/21 oskarżony został uniewinniony. W uzasadnieniu tego wyroku sąd wyjaśnił, że niektóre wypowiedzi oskarżonego dotyczące pokrzywdzonego (TF) były prawdziwe, ponieważ pokrzywdzony był już prawomocnie skazany za oszustwa w innej sprawie. W odniesieniu do innych wypowiedzi sąd uznał, że mimo iż mogły być nieprawdziwe, nie spowodowały dalszego poniżenia w opinii publicznej ani utraty zaufania, ponieważ pokrzywdzony utracił już te cechy na skutek wcześniejszego skazania.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171607/355913,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171608/355913,,,,,,,,,,,,,,,,,
2598,84958,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-282,https://fedrowanie.siecobywatelska.pl/api/cases/84958/,'1218094,Sąd Rejonowy w Wadowicach,"['sąd', 'sąd rejonowy']",MAŁOPOLSKIE,wadowicki,2,2,2,1,0,0,1,0,0,0,"Do wiadomości załączono dwa wyroki wraz z uzasadnieniami z 2024 roku w sprawach z art. 212 § 2 k.k. (II K 49/24 i II K 120/23). Sprawa II K 49/24 dotyczyła dziennikarki oskarżonej o pomówienie Starosty i Naczelnika Wydziału, zakończona uniewinnieniem (jedna z 2 spraw z art. 212 par 2 kk w 2024, jedyna gdzie oskarżonym był dziennikarz, jedna z 2 z uzasadnieniem, prawomocna). Sąd uniewinnił oskarżoną, uznając, że jej działania były zgłoszeniem podejrzenia korupcji właściwym organom, w ramach prawa do krytyki i obrony interesu publicznego, a nie zamiarem zniesławienia. Sprawa II K 120/23 była sprawą z oskarżenia prywatnego, dotyczyła pomówienia wykonawcy remontu m.in. za pośrednictwem portalu internetowego i ulotek, zakończona uniewinnieniem na podstawie art. 213 § 1 i § 2 pkt 2 k.k. (prawdziwy zarzut w obronie społecznie uzasadnionego interesu). Sąd uznał zarzuty dotyczące jakości prac remontowych i sposobu rozliczeń za prawdziwe i potwierdzone opinią biegłego. Sąd uznał, że żadna ze spraw nie dotyczyła sytuacji, w której oskarżycielem była osoba pełniąca funkcję publiczną (mimo że w jednej ze spraw pokrzywdzonym był Starosta i Naczelnik Wydziału).",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171621/355924,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171623/355924,,,,,,,,,,,,,,,,,
2599,84990,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-314,https://fedrowanie.siecobywatelska.pl/api/cases/84990/,'2417011,Sąd Rejonowy w Żywcu,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,żywiecki,1,1,1,0,0,0,0,0,0,0,"Sąd Rejonowy w Żywcu wydał decyzję odmowną w zakresie udostępnienia uzasadnień wyroków w sprawach z art. 212 § 2 k.k. wydanych w 2024 roku. Odmowa dotyczy m.in. sprawy II K 1332/21. Sąd uzasadnił odmowę ochroną prywatności stron postępowania (art. 5 ust. 2 u.d.i.p.), wskazując, że treść uzasadnień zawiera zbyt wiele szczegółów pozwalających na identyfikację, a zaawansowana anonimizacja pozbawiłaby uzasadnienie walorów poznawczych.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172053/356242,,,,,,,,,,,,,,,,,,
2601,84992,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-316,https://fedrowanie.siecobywatelska.pl/api/cases/84992/,'0619011,Sąd Rejonowy we Włodawie,"['sąd', 'sąd rejonowy']",LUBELSKIE,włodawski,0,0,0,0,0,0,0,0,0,0,"Sąd informuje, że dane dotyczą II Wydziału Karnego.",,,,,,,,,,,,,,,,,,,
2602,84713,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-37,https://fedrowanie.siecobywatelska.pl/api/cases/84713/,'0661011,Sąd Rejonowy w Białej Podlaskiej,"['sąd', 'sąd rejonowy']",LUBELSKIE,m. Biała Podlaska,0,0,0,0,0,0,0,0,0,0,"Sąd informuje, że w Sądzie Rejonowym w Białej Podlaskiej w 2024 roku nie zostały wydane wyroki w sprawach z art. 212 § 2 k.k. Odpowiedź dotyczy wniosku z dnia 04 kwietnia 2025 roku (data wpływu 04 kwietnia 2025 roku). Numer referencyjny sprawy OA.0123.17.2025.",,,,,,,,,,,,,,,,,,,
2603,84718,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-42,https://fedrowanie.siecobywatelska.pl/api/cases/84718/,'0602011,Sąd Rejonowy w Biłgoraju,"['sąd', 'sąd rejonowy']",LUBELSKIE,biłgorajski,0,0,0,0,0,0,0,0,0,,"W 2024 r. w II Wydziale Karnym Sądu Rejonowego w Biłgoraju, w jednej sprawie kwalifikowanej z art. 212 § 2 k.k., Sąd wydał postanowienie o umorzeniu postępowania wobec niewykrycia sprawcy czynu.",,,,,,,,,,,,,,,,,,,
2604,84732,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-56,https://fedrowanie.siecobywatelska.pl/api/cases/84732/,'0662011,Sąd Rejonowy w Chełmie,"['sąd', 'sąd rejonowy']",LUBELSKIE,m. Chełm,1,1,1,0,0,0,0,0,0,0,"Sąd przedstawił szczegółowe uzasadnienie uniewinnienia jednej z oskarżonych (J.K.), wskazując m.in. na brak obiektywnych znamion zniesławienia, umieszczenie wpisu na prywatnym profilu o ograniczonym zasięgu, brak wpływu na zaufanie potrzebne do wykonywania zawodu, subiektywne odczucia oskarżycielki oraz brak zamiaru zniesławienia. Sąd umorzył postępowanie wobec drugiej oskarżonej (M.G.) z powodu nieusprawiedliwionego niestawiennictwa oskarżycielki prywatnej. Sąd obciążył M.G. kosztami całego postępowania (zarówno z jej oskarżenia przeciwko J.K., jak i z oskarżenia wzajemnego J.K. przeciwko M.G.), uzasadniając to zasadami słuszności i faktem, że to aktywność procesowa M.G. była wyłączną przyczyną powstania kosztów po stronie J.K., która w ocenie Sądu wygrała sprawę w części dotyczącej głównego oskarżenia.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171331/355628,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171330/355628,,,,,,,,,,,,,,,,,
2605,84772,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-96,https://fedrowanie.siecobywatelska.pl/api/cases/84772/,'0604011,Sąd Rejonowy w Hrubieszowie,"['sąd', 'sąd rejonowy']",LUBELSKIE,hrubieszowski,1,,1,0,0,0,0,0,0,1,,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172137/356295,,,,,,,,,,,,,,,,,,
2606,84775,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-99,https://fedrowanie.siecobywatelska.pl/api/cases/84775/,'0605054,Sąd Rejonowy w Janowie Lubelskim,"['sąd', 'sąd rejonowy']",LUBELSKIE,janowski,0,0,0,0,0,0,0,0,0,0,"Sąd informuje, że w Sądzie Rejonowym w Janowie Lubelskim nie było spraw, o których mowa we wniosku (dot. wyroków w sprawach z art. 212 § 2 k.k. wydanych w roku 2024).",,,,,,,,,,,,,,,,,,,
2607,84804,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-128,https://fedrowanie.siecobywatelska.pl/api/cases/84804/,'0607011,Sąd Rejonowy w Kraśniku,"['sąd', 'sąd rejonowy']",LUBELSKIE,kraśnicki,0,0,0,0,0,0,0,0,0,0,"Sąd informuje, że w 2024 r. w Sądzie Rejonowym w Kraśniku nie było spraw, w których zapadły wyroki o czyn z art. 212 § 2 kk.",,,,,,,,,,,,,,,,,,,
2608,84707,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-31,https://fedrowanie.siecobywatelska.pl/api/cases/84707/,'0608011,Sąd Rejonowy w  Lubartowie,"['sąd', 'sąd rejonowy']",LUBELSKIE,lubartowski,7,4,5,0,0,0,0,0,0,2,"Sąd wskazał, które wyroki są nieprawomocne: II K: 99/21, 340/23, 393/24.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172334/356454,,,,,,,,,,,,,,,,,,
2609,84831,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-155,https://fedrowanie.siecobywatelska.pl/api/cases/84831/,'0611011,Sąd Rejonowy w Łukowie,"['sąd', 'sąd rejonowy']",LUBELSKIE,łukowski,3,3,1,0,0,0,0,0,0,2,Wniosek dotyczył możliwości zmian zakresu penalizacji czynów stypizowanych w art. 212 k.k. Sprawy dotyczą art. 212 § 2 k.k.,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172142/356297,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172143/356297,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172144/356297,,,,,,,,,,,,,,,,
2610,84892,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-216,https://fedrowanie.siecobywatelska.pl/api/cases/84892/,'0614011,Sąd Rejonowy w Puławach,"['sąd', 'sąd rejonowy']",LUBELSKIE,puławski,1,0,1,0,0,0,0,0,0,0,"Sąd Rejonowy w Puławach informuje o 1 wyroku wydanym w 2024 r. w sprawie z art. 212 § 2 k.k. Szczegóły tego wyroku (II K 169/24) oraz uzasadnienie zostały załączone. Z uzasadnienia wynika, że oskarżony został uznany za winnego czynu wyczerpującego dyspozycję art. 216 § 2 kk w zw. z art. 216 § 1kk w zb. z art. 212 § 2 kk w zw. z art. 212 § 1 kk w zw. z art. 11 § 2kk. Wina oskarżonego została uznana za wysoce zawinioną, a stopień szkodliwości społecznej czynu z art. 212§2 kk oceniono jako wysoki. Sąd nałożył karę grzywny, nawiązkę na rzecz pokrzywdzonego oraz orzekł zakaz zbliżania się i kontaktowania z pokrzywdzonym.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172581/358548,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172582/358548,,,,,,,,,,,,,,,,,
2611,84898,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-222,https://fedrowanie.siecobywatelska.pl/api/cases/84898/,'0615011,Sąd Rejonowy w Radzyniu Podlaskim,"['sąd', 'sąd rejonowy']",LUBELSKIE,radzyński,4,4,3,0,0,0,0,0,0,0,Żaden ze wskazanych wyżej wyroków nie dotyczy pytań 4-6 zawartych we wniosku o udzielenie informacji publicznej.,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171644/355938,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171645/355938,,,,,,,,,,,,,,,,,
2612,84951,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-275,https://fedrowanie.siecobywatelska.pl/api/cases/84951/,'0618011,Sąd Rejonowy w Tomaszowie Lubelskim,"['sąd', 'sąd rejonowy']",LUBELSKIE,tomaszowski,1,1,1,0,0,0,0,0,0,0,Załączony wyrok (sygn. akt II K 581/23 z dnia 20 marca 2024 roku) dotyczy sprawy z oskarżenia prywatnego przeciwko osobie fizycznej o czyn z art. 212 § 1 w zw. z § 2 kk. Postępowanie warunkowo umorzono.,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172421/356497,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172422/356497,,,,,,,,,,,,,,,,,
2613,84975,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-299,https://fedrowanie.siecobywatelska.pl/api/cases/84975/,'0664011,Sąd Rejonowy w Zamościu,"['sąd', 'sąd rejonowy']",LUBELSKIE,m. Zamość,1,1,0,0,0,0,0,0,0,1,"W 2024 roku zapadł jeden wyrok nakazowy w sprawie II K 438/24, dotyczący czynu z art. 212 § 2 kk w zw. z art. 212 § 1 kk w zb. z art. 216 § 2 kk w zw. z art. 11 § 2 kk. Oskarzonym był W. G., który pomówił i znieważył funkcjonariusza J. K. w internecie. Oskarżycielem była Prokuratura Rejonowa w Zamościu. Sąd Rejonowy w Zamościu w II Wydziale Karnym skazał oskarżonego na grzywnę 2000 zł (200 stawek dziennych po 10 zł), nawiązkę 1500 zł na rzecz J. K. i koszty procesu 240 zł. Uzasadnienie wyroku nie było sporządzane. Oskarżonym nie był dziennikarz ani osoba związana z mediami.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171572/355874,,,,,,,,,,,,,,,,,,
2615,84900,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-224,https://fedrowanie.siecobywatelska.pl/api/cases/84900/,'1013011,Sąd Rejonowy w Rawie Mazowieckiej,"['sąd', 'sąd rejonowy']",ŁÓDZKIE,rawski,0,0,0,0,0,0,0,0,0,0,"W odpowiedzi na wniosek o udzielenie informacji publicznej, informuję, że w Wydziale Karnym Sądu Rejonowego w Rawie Mazowieckiej nie było spraw o których mowa we wniosku.",,,,,,,,,,,,,,,,,,,
2616,84726,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-50,https://fedrowanie.siecobywatelska.pl/api/cases/84726/,'1021011,Sąd Rejonowy w Brzezinach,"['sąd', 'sąd rejonowy']",ŁÓDZKIE,brzeziński,0,0,0,0,0,0,0,0,0,0,"Sąd informuje, że w II Wydziale Karnym Sądu Rejonowego w Brzezinach w roku 2024 nie było spraw, w których wydano wyrok na podstawie art. 212 § 2 kk.",,,,,,,,,,,,,,,,,,,
2617,84827,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-151,https://fedrowanie.siecobywatelska.pl/api/cases/84827/,'1004011,Sąd Rejonowy w Łęczycy,"['sąd', 'sąd rejonowy']",ŁÓDZKIE,łęczycki,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
2618,84711,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-35,https://fedrowanie.siecobywatelska.pl/api/cases/84711/,'1001011,Sąd Rejonowy w Bełchatowie,"['sąd', 'sąd rejonowy']",ŁÓDZKIE,bełchatowski,0,0,0,0,0,0,0,0,0,0,"W 2024 roku merytorycznie zakończyła się jedna sprawa o czyn z art. 212 § 2 kk, ale nie wyrokiem, a postanowieniem o umorzeniu postępowania. W aktach tej sprawy brak informacji o zawodzie oskarżonego/oskarżyciela. Dodatkowo, prawomocnie zakończyły się jeszcze trzy sprawy, ale rozstrzygnięciem było przekazanie innemu sądowi lub zakreślenie z powodu braków, nie merytoryczne rozstrzygnięcie wyrokiem.",,,,,,,,,,,,,,,,,,,
2619,84808,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-132,https://fedrowanie.siecobywatelska.pl/api/cases/84808/,'1002011,Sąd Rejonowy w Kutnie,"['sąd', 'sąd rejonowy']",ŁÓDZKIE,kutnowski,0,0,0,0,0,0,0,0,0,0,"Sąd informuje, że w II Wydziale Karnym tut. Sądu w okresie od 1 stycznia 2024 do 31 grudnia 2024 nie było spraw, o jakich mowa we wniosku.",,,,,,,,,,,,,,,,,,,
2620,84826,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-150,https://fedrowanie.siecobywatelska.pl/api/cases/84826/,'1003024,Sąd Rejonowy w Łasku,"['sąd', 'sąd rejonowy']",ŁÓDZKIE,łaski,2,2,2,0,0,0,0,0,0,1,"Sąd Rejonowy w Łasku poinformował, że w II Wydziale Karnym brak było spraw o jakich mowa we wniosku. Dane dotyczą VII Zamiejscowego Wydziału Karnego z siedzibą w Poddębicach. Osoba pełniąca funkcję publiczną, która była oskarżycielem w jednym przypadku, to wójt. Załączono skany dwóch wyroków wraz z uzasadnieniami (VII K 75/24 - postanowienie o umorzeniu postępowania wobec pojednania się stron, VII K 43/23 - wyrok warunkowo umarzający postępowanie z art. 212 § 1 kk w sprawie gdzie zarzut dotyczył art. 212 § 2 kk).",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172442/356525,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172443/356525,,,,,,,,,,,,,,,,,
2621,84830,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-154,https://fedrowanie.siecobywatelska.pl/api/cases/84830/,'1005011,Sąd Rejonowy w Łowiczu,"['sąd', 'sąd rejonowy']",ŁÓDZKIE,łowicki,1,0,1,0,0,0,0,0,0,1,"Sąd informuje, że w 2024 roku zapadł jeden wyrok w sprawie z art. 212 § 2 kk. Podane liczby Ad.1-Ad.6 w odpowiedzi PDF odpowiadają kolejno pytaniom z wniosku. Sąd wskazał, że wyrok z 2024 r. (Ad.2) był prawomocny na dzień odpowiedzi, jednak z załączonych orzeczeń wynika, że wyrok I instancji (z 05.03.2024 r.) był przedmiotem apelacji rozpoznanej wyrokiem Sądu Okręgowego z 11.02.2025 r., co oznacza, że wyrok z 2024 r. nie był prawomocny w dniu otrzymania wniosku (04.04.2025 r.). Oskarżona Eliza Warzywoda pracuje w biurze poselskim posła na Sejm RP.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171555/355841,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171556/355841,,,,,,,,,,,,,,,,,
