"FEDR_id","CASE_id","URL sprawy","TERYT","Nazwa","Typ","Województwo","Powiat","Liczba umów >= 10000","Liczba umów < 10000","Suma brutto umów >= 10000","Suma brutto < 10000"
511,81453,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-199","1820022","GORZYCE","gmina","podkarpackie","tarnobrzeski",58,621,"1876206,45","1396903,27"
517,81345,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-91","1434063","JADÓW","gmina","mazowieckie","wołomiński",33,93,"1267182,76","230364,47"
528,81347,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-93","1420062","JONIEC","gmina","mazowieckie","płoński",42,6,"26431917,12","14180,8"
529,81475,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-221","0602073","JÓZEFÓW (woj. lubelskie)","gmina","lubelskie","biłgorajski",21,1,447149,6500
539,81833,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-579","0619062","WŁODAWA","gmina","lubelskie","włodawski",15,262,"3569730,32","350836,68"
543,81575,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-321","3017042","OSTRÓW WIELKOPOLSKI","gmina","wielkopolskie","ostrowski",176,873,"32965524,82","1829377,46"
545,81287,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-33","3017063","RASZKÓW","gmina","wielkopolskie","ostrowski",91,198,"7874288,84","521326,75"
555,81478,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-224","3008033","KĘPNO","gmina","wielkopolskie","kępiński",148,,"7233988,27",
557,81823,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-569","0408092","WIELGIE","gmina","kujawsko-pomorskie","lipnowski",,41,,"17509027,69"
568,81269,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-15","2404063","KONIECPOL","gmina","śląskie","częstochowski",68,,"2551329,53","990734,32"
574,81492,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-238","3021093","KÓRNIK","gmina","wielkopolskie","poznański",209,832,"62664970,08","2479032,37"
576,81635,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-381","2610042","SKARŻYSKO-KOŚCIELNE","gmina","świętokrzyskie","skarżyski",44,59,"13833328,53",203486
580,81320,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-66","0461","Bydgoszcz","miasto na prawach powiatu","kujawsko-pomorskie","Bydgoszcz",,,,
592,81357,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-103","1403021","ŁASKARZEW","gmina","mazowieckie","garwoliński",,,,
595,81273,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-19","2802042","LELKOWO","gmina","warmińsko-mazurskie","braniewski",,,,
598,81505,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-251","1012082","LGOTA WIELKA","gmina","łódzkie","radomszczański",70,71,"10944185,72","237350,7"
601,81507,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-253","1211072","LIPNICA WIELKA","gmina","małopolskie","nowotarski",82,629,"11496624,44","1533600,25"
603,81519,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-265","3218023","ŁOBEZ","gmina","zachodniopomorskie","łobeski",,208,,67490225
607,81510,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-256","3002052","LUBASZ","gmina","wielkopolskie","czarnkowsko-trzcianecki",,,,
615,81518,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-264","2610032","ŁĄCZNA","gmina","świętokrzyskie","skarżyski",,,,
620,81276,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-22","1215063","MAKÓW PODHALAŃSKI","gmina","małopolskie","suski",143,161,"39565559,5","504870,3"
626,81532,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-278","1012102","MASŁOWICE","gmina","łódzkie","radomszczański",66,62,"305225,02","17383974,89"
635,81496,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-242","0606011","KRASNYSTAW","gmina","lubelskie","krasnostawski",,,,
637,81551,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-297","1207021","Mszana Dolna","gmina","małopolskie","limanowski",66,154,"2731419,23","597078,08"
645,81819,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-565","3028011","WĄGROWIEC","gmina","wielkopolskie","wągrowiecki",130,94,"54916581,18",544852
658,81363,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-109","1427032","MOCHOWO","gmina","mazowieckie","sierpecki",,,,
664,81554,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-300","3210043","MYŚLIBÓRZ","gmina","zachodniopomorskie","myśliborski",,,,
667,81564,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-310","0809053","NOWOGRÓD BOBRZAŃSKI","gmina","lubuskie","zielonogórski",143,2122,"27082539,03","30290224,84"
670,81277,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-23","0414063","NOWE","gmina","kujawsko-pomorskie","świecki",,119,,"422014,42"
677,81566,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-312","0220013","OBORNIKI ŚLĄSKIE","gmina","dolnośląskie","trzebnicki",77,29,"3541628,67","138645,18"
680,81466,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-212","3006023","JAROCIN","gmina","wielkopolskie","jarociński",,832,,"3745748,27"
686,81278,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-24","1608033","OLESNO (woj. opolskie)","gmina","opolskie","oleski",,,,
688,81572,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-318","2606043","OPATÓW","gmina","świętokrzyskie","opatowski",101,119,"26014849,33","342798,19"
691,81313,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-59","3206092","WIDUCHOWA","gmina","zachodniopomorskie","gryfiński",69,1718,"2641649,81","1680817,31"
694,81280,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-26","3009102","OSIEK MAŁY","gmina","wielkopolskie","kolski",,,,
695,81574,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-320","3024053","OSTRORÓG","gmina","wielkopolskie","szamotulski",,,,
702,81587,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-333","1803063","PILZNO","gmina","podkarpackie","dębicki",34,68,"1667026,44","166199,96"
720,81361,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-107","1416052","MAŁKINIA GÓRNA","gmina","mazowieckie","ostrowski",,,,
728,81623,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-369","0417052","RYŃSK","gmina","kujawsko-pomorskie","wąbrzeski",26,18,"1016335,19","72169,91"
729,81260,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-6","0616011","DĘBLIN","gmina","lubelskie","rycki",48,119,"2526370,07","355023,64"
736,81822,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-568","1003042","WIDAWA","gmina","łódzkie","łaski",,,,
742,81325,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-71","1462","Płock","miasto na prawach powiatu","mazowieckie","Płock",344,1978,"20384639,1","3752124,1"
743,81321,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-67","0663","Lublin","miasto na prawach powiatu","lubelskie","Lublin",1014,4025,"433518903,9","7804396,98"
750,81597,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-343","2805042","PROSTKI","gmina","warmińsko-mazurskie","ełcki",,,,
751,81598,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-344","0220023","PRUSICE","gmina","dolnośląskie","trzebnicki",,,,
753,81284,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-30","1811073","PRZECŁAW","gmina","podkarpackie","mielecki",,,,
756,81369,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-115","1436032","PRZYŁĘK","gmina","mazowieckie","zwoleński",79,152,"9151982,6","594585,4"
757,81603,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-349","2404143","PRZYRÓW","gmina","śląskie","częstochowski",23,96,,
761,81607,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-353","0620082","RADECZNICA","gmina","lubelskie","zamojski",35,75,"10156694,95","134557,34"
767,81352,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-98","2814023","BISKUPIEC","gmina","warmińsko-mazurskie","olsztyński",22,19,"76577,33","1231088,72"
769,81567,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-313","3031053","OKONEK","gmina","wielkopolskie","złotowski",44,39,"1895589,69","138308,81"
775,81328,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-74","2062","Łomża","miasto na prawach powiatu","podlaskie","Łomża",,,,
786,81621,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-367","0603092","RUDA-HUTA","gmina","lubelskie","chełmski",6,73,"11081151,86","259096,48"
789,81330,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-76","2473","Rybnik","miasto na prawach powiatu","śląskie","Rybnik",164,268,"6836736,86","650976,69"
793,81289,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-35","0412011","RYPIN","gmina","kujawsko-pomorskie","rypiński",82,117,"27962935,03","558059,82"
799,81626,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-372","1003032","SĘDZIEJOWICE","gmina","łódzkie","łaski",,,,
800,81290,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-36","2009011","Sejny","gmina","podlaskie","sejneński",,,,
802,81329,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-75","2264","Sopot","miasto na prawach powiatu","pomorskie","Sopot",226,639,"13359799,89","1999626,79"
806,81590,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-336","2001062","PŁASKA","gmina","podlaskie","augustowski",30,11,"437187,1",47000
833,81429,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-175","2203011","CZŁUCHÓW","gmina","pomorskie","człuchowski",64,108,,
836,81432,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-178","3028022","DAMASŁAWEK","gmina","wielkopolskie","wągrowiecki",,,,
845,81448,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-194","0609052","GŁUSK","gmina","lubelskie","lubelski",,,,
846,81449,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-195","0221053","GŁUSZYCA","gmina","dolnośląskie","wałbrzyski",74,382,"3497094,54","623039,88"
872,81570,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-316","0215042","OŁAWA","gmina","dolnośląskie","oławski",,,,
873,81610,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-356","1216053","RADŁÓW","gmina","małopolskie","tarnowski",,,,
875,81639,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-385","3213062","SŁAWNO","gmina","zachodniopomorskie","sławieński",66,75,4874701,1608167
879,81848,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-594","2002152","ZAWADY","gmina","podlaskie","białostocki",14,18,"7103688,17","69796,26"
893,81468,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-214","1814043","JAWORNIK POLSKI","gmina","podkarpackie","przeworski",,,,
899,81476,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-222","1218033","KALWARIA ZEBRZYDOWSKA","gmina","małopolskie","wadowicki",,,,
901,81351,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-97","1436013","KAZANÓW","gmina","mazowieckie","zwoleński",25,4,"12840457,33",17900
906,81486,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-232","0609082","KONOPNICA","gmina","lubelskie","lubelski",103,215,"8203638,44","817109,84"
909,81491,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-237","3212022","KOZIELICE","gmina","zachodniopomorskie","pyrzycki",,,,
911,81498,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-244","0802063","KROSNO ODRZAŃSKIE","gmina","lubuskie","krośnieński",178,736,"24977353,95","2101163,9"
916,81517,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-263","2002063","ŁAPY","gmina","podlaskie","białostocki",0,137,0,"443014,53"
926,81522,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-268","3003062","ŁUBOWO","gmina","wielkopolskie","gnieźnieński",30,70,"1120691,61","242074,88"
930,81523,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-269","0415062","ŁYSOMICE","gmina","kujawsko-pomorskie","toruński",100,640,"9228510,36","1436921,9"
931,81524,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-270","1005082","ŁYSZKOWICE","gmina","łódzkie","łowicki",25,30,"4021619,71","177752,36"
932,81525,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-271","1806032","MAJDAN KRÓLEWSKI","gmina","podkarpackie","kolbuszowski",47,124,"241119,26","395252,26"
934,81528,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-274","3001043","MARGONIN","gmina","wielkopolskie","chodzieski",,,,
948,81563,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-309","3204043","NOWOGARD","gmina","zachodniopomorskie","goleniowski",,,,
955,81573,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-319","0612053","OPOLE LUBELSKIE","gmina","lubelskie","opolski",147,167,"27218576,83","581671,61"
958,81581,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-327","0613043","PARCZEW","gmina","lubelskie","parczewski",64,20,"2695411,33","662374,34"
970,81605,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-351","3212053","PYRZYCE","gmina","zachodniopomorskie","pyrzycki",75,331,"28110687,77","326221,47"
978,81625,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-371","1006103","RZGÓW","gmina","łódzkie","łódzki wschodni",,,,
1007,81513,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-259","0211022","LUBIN","gmina","dolnośląskie","lubiński",318,722,"73205888,77","2155817,17"
1014,81430,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-176","2203032","CZŁUCHÓW","gmina","pomorskie","człuchowski",18,85,"424148,74","199602,04"
1015,81450,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-196","2804022","GODKOWO","gmina","warmińsko-mazurskie","elbląski",17,46,"622742,61","139711,16"
1017,81472,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-218","0414042","JEŻEWO","gmina","kujawsko-pomorskie","świecki",48,781,"745767,81","1699003,68"
1032,81323,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-69","1063","Skierniewice","miasto na prawach powiatu","łódzkie","Skierniewice",59,412,"2663372,72",
1036,81334,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-80","3263","Świnoujście","miasto na prawach powiatu","zachodniopomorskie","Świnoujście",40,11,"134794967,47","28141,26"
1048,81825,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-571","2813062","WIELICZKI","gmina","warmińsko-mazurskie","olecki",43,527,"15550179,6","560701,63"
1054,81837,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-583","1010102","WOLA KRZYSZTOPORSKA","gmina","łódzkie","piotrkowski",,,,
1059,81404,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-150","1435062","ZABRODZIE","gmina","mazowieckie","wyszkowski",,,,
1063,81855,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-601","3006043","ŻERKÓW","gmina","wielkopolskie","jarociński",91,,"5737282,82",
1066,81318,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-64","2417011","ŻYWIEC","gmina","śląskie","żywiecki",102,317,"4147666,54","865197,8"
1067,81447,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-193","1020011","GŁOWNO","gmina","łódzkie","zgierski",30,139,"848629,77","436379,84"
1072,81400,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-146","1428082","TERESIN","gmina","mazowieckie","sochaczewski",110,100,23150000,290000
1073,81421,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-167","2208032","CEWICE","gmina","pomorskie","lęborski",,,,
1080,81545,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-291","2806062","MIŁKI","gmina","warmińsko-mazurskie","giżycki",42,15,"14375182,5","90117,05"
1082,81405,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-151","1602013","BABORÓW","gmina","opolskie","głubczycki",76,198,"19604962,61","860182,43"
1086,81335,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-81","1406012","BELSK DUŻY","gmina","mazowieckie","grójecki",70,56,"21065266,01","314559,64"
1096,81256,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-2","3209033","BOBOLICE","gmina","zachodniopomorskie","koszaliński",18,174,"332479,77","239456,71"
1099,81413,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-159","1018013","BOLESŁAWIEC","gmina","łódzkie","wieruszowski",35,54,"1306060,56","247097,41"
1113,81422,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-168","1210022","CHEŁMIEC","gmina","małopolskie","nowosądecki",,,,
1118,81426,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-172","0224022","CIEPŁOWODY","gmina","dolnośląskie","ząbkowicki",35,35,"21683450,02","141115,24"
1122,81428,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-174","1018022","CZASTARY","gmina","łódzkie","wieruszowski",20,82,"6804488,45","158643,12"
1141,81442,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-188","3207013","DZIWNÓW","gmina","zachodniopomorskie","kamieński",47,157,"1279245,73","428644,85"
1143,81444,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-190","2802033","FROMBORK","gmina","warmińsko-mazurskie","braniewski",28,82,"3078972,82","278445,91"
1146,81445,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-191","1811042","GAWŁUSZOWICE","gmina","podkarpackie","mielecki",30,82,"1100683,96","275743,85"
